# Time: 2022-04-29T17:07:28-07:00	
# Header Rows: 22	
# File Format: 2	
# Device: APE PulseLink 150	
# Serial: S07246	
# Firmware: 787	
# Software: 1.8.5.1	
# Sensitivity: 1	
# Gain: 450	
# Scan Range [ps]: 150.0	
# Filter ACF: 0	
# Average: 16	
# Trigger: 0	
# Trigger Frequency [Hz]: N/A	
# ACF [ps]: 25.207	
# Fit Type: None	
# Fit Pulse Duration [ps]: 0.000	
# FWHM Valid: 0	
# ==========	
# Delay [ps]	
# ==========	
-35	2.4E-05
-34.924962	-0.000196
-34.849925	1.2E-05
-34.774887	-0.000117
-34.69985	-1.9E-05
-34.624812	-0.000105
-34.549775	-0.000186
-34.474737	-0.000427
-34.3997	0.000109
-34.324662	-5.7E-05
-34.249625	-0.000256
-34.174587	0.000132
-34.09955	-0.000144
-34.024512	-7E-06
-33.949475	-2.2E-05
-33.874437	1E-05
-33.7994	1.2E-05
-33.724362	-0.000194
-33.649325	2.4E-05
-33.574287	0.000118
-33.49925	-0.000125
-33.424212	-0.000186
-33.349175	0.000114
-33.274137	1.2E-05
-33.1991	-8.6E-05
-33.124062	-1.3E-05
-33.049025	-6.7E-05
-32.973987	0.000151
-32.898949	-0.000246
-32.823912	-0.000213
-32.748874	-0.000269
-32.673837	-0.000105
-32.598799	-0.000279
-32.523762	-5.7E-05
-32.448724	3E-05
-32.373687	-0.000132
-32.298649	3E-06
-32.223612	-7E-06
-32.148574	5.7E-05
-32.073537	6.2E-05
-31.998499	-4.9E-05
-31.923462	-9E-06
-31.848424	-6.7E-05
-31.773387	-8.6E-05
-31.698349	-0.000425
-31.623312	-0.00031
-31.548274	0.000134
-31.473237	-0.000113
-31.398199	0.000147
-31.323162	4.5E-05
-31.248124	-8.8E-05
-31.173087	5E-06
-31.098049	2.2E-05
-31.023012	0.000197
-30.947974	-0.000167
-30.872936	-0.000163
-30.797899	0.000111
-30.722861	0.000147
-30.647824	-0.000198
-30.572786	-0.000209
-30.497749	0.000165
-30.422711	-4E-05
