Delay (ps),Intensity (normalized)
-24.985993000000004,0.02395574569841709
-24.910956000000002,0.023954051141409582
-24.835918000000003,0.023951640766433958
-24.760881,0.023948586021674715
-24.685843000000002,0.02394500821624779
-24.610806000000004,0.023941083374726387
-24.535768,0.02393693763535767
-24.460731000000003,0.02393276279723116
-24.385693000000003,0.023928772774726367
-24.310656,0.02392520275404539
-24.235618000000002,0.023922231978257904
-24.160580000000003,0.023920104548057312
-24.085543,0.023919009721183507
-24.010505000000002,0.023919227618368035
-23.935468000000004,0.023920934503522843
-23.86043,0.023924313518983442
-23.785393000000003,0.02392961409342179
-23.710355000000003,0.02393697364814079
-23.635318,0.023946518567706077
-23.560280000000002,0.023958326511025935
-23.485243000000004,0.023972533315084053
-23.410205,0.023989174077649823
-23.335168000000003,0.024008275398805196
-23.260130000000004,0.024029838760398648
-23.185093000000002,0.02405383535251734
-23.110055000000003,0.024080199366839385
-23.035018,0.02410891980127972
-22.95998,0.024139934311186977
-22.884943000000003,0.024173138041698964
-22.809905000000004,0.02420847791839006
-22.734868000000002,0.02424590227547159
-22.659830000000003,0.024285345715255213
-22.584793,0.02432678354110076
-22.509755000000002,0.024370178122749366
-22.434718000000004,0.02441552308400643
-22.35968,0.024462806599435043
-22.284643000000003,0.024511989689411963
-22.209605000000003,0.02456313935084285
-22.134567000000004,0.024616186696738856
-22.059530000000002,0.02467115108210519
-21.984492000000003,0.024728032270747526
-21.909455,0.024786726057738385
-21.834417000000002,0.02484717706548577
-21.759380000000004,0.02490931883259964
-21.684342,0.024972953633541007
-21.609305000000003,0.025037940171155716
-21.534267000000003,0.025104096436725138
-21.45923,0.025171147040010604
-21.384192000000002,0.025238794720440428
-21.309155000000004,0.025306751268968343
-21.234117,0.025374700005579495
-21.159080000000003,0.025442251960656918
-21.084042000000004,0.025509038883294453
-21.009005000000002,0.025574719898006592
-20.933967000000003,0.025638926404148492
-20.85893,0.025701325792101874
-20.783892,0.02576157353694686
-20.708855000000003,0.025819392498192744
-20.633817000000004,0.025874557596156176
-20.558780000000002,0.025926852124990792
-20.483742000000003,0.02597614045044948
-20.408705,0.02602228035019655
-20.333667000000002,0.026065263198428425
-20.258630000000004,0.026105119754101444
-20.183592,0.026141861902467332
-20.108554,0.02617562495351158
-20.033517000000003,0.02620656261177703
-19.958479000000004,0.026234908081165763
-19.883442000000002,0.026260847028971804
-19.808404000000003,0.02628468245111736
-19.733367,0.026306711219887802
-19.658329000000002,0.026327234778941864
-19.583292000000004,0.02634659900784637
-19.508254,0.026365091879098218
-19.433217000000003,0.026383049316319674
-19.358179000000003,0.02640084096085123
-19.283142,0.026418703046830996
-19.208104000000002,0.026436973649369973
-19.133067000000004,0.026455933743492404
-19.058029,0.026475793970784603
-18.982992000000003,0.02649685295848735
-18.907954000000004,0.026519298367693508
-18.832917000000002,0.026543317722836364
-18.757879000000003,0.026569127825126083
-18.682842,0.02659684749600551
-18.607804,0.026626600348959716
-18.532767000000003,0.026658569488867558
-18.457729000000004,0.026692870758757772
-18.382692000000002,0.026729582725108853
-18.307654000000003,0.026768819717264348
-18.232617,0.02681068789916154
-18.157579000000002,0.026855258070805785
-18.082541000000003,0.02690263462878553
-18.007504,0.02695289861531092
-17.932466,0.02700612171150583
-17.857429000000003,0.02706238830517956
-17.782391000000004,0.027121736619320245
-17.707354000000002,0.0271842824848445
-17.632316000000003,0.027250017627703155
-17.557279,0.0273189507619798
-17.482241000000002,0.027391097696933722
-17.407204000000004,0.027466458901497823
-17.332166,0.02754502336663758
-17.257129000000003,0.02762675003620162
-17.182091000000003,0.02771154659340247
-17.107054,0.027799314185645886
-17.032016000000002,0.02788989312687894
-16.956979000000004,0.02798328138982287
-16.881941,0.028079304621266968
-16.806904000000003,0.028177767311698146
-16.731866000000004,0.02827843347034122
-16.656829000000002,0.028381245990891146
-16.581791000000003,0.02848594720657702
-16.506754,0.028592316202121562
-16.431716,0.028700146547837407
-16.356679000000003,0.02880922021111783
-16.281641000000004,0.028919439230510314
-16.206603,0.02903062215947042
-16.131566000000003,0.029142582461091873
-16.056528000000004,0.02925518239386975
-15.981491000000002,0.029368351884023872
-15.906453000000003,0.02948209359533138
-15.831416,0.029596456695774428
-15.756378000000002,0.029711425827961522
-15.681341000000003,0.029827170259619916
-15.606303000000004,0.02994403778925104
-15.531266000000002,0.030062390756057822
-15.456228000000003,0.03018268820764351
-15.381191000000001,0.03030536040629163
-15.306153000000002,0.030431142967347644
-15.231116000000004,0.030560938737013967
-15.156078,0.030695666930251712
-15.081041000000003,0.030836365259774384
-15.006003000000003,0.030984398592867248
-14.930966000000002,0.03114101118176597
-14.855928000000002,0.0313079512582226
-14.780891000000004,0.03148665550094115
-14.705853000000001,0.031679057587430275
-14.630816000000003,0.03188710417420207
-14.555778000000004,0.03211278052732545
-14.480741000000002,0.03235828809457781
-14.405703000000003,0.03262591246392069
-14.330666,0.03291782236516009
-14.255628000000002,0.033236485855083805
-14.180590000000002,0.03358432003509001
-14.105553000000004,0.03396382504605238
-14.030515000000001,0.03437727812848278
-13.955478000000003,0.034827222668380876
-13.880440000000004,0.03531596045145685
-13.805403000000002,0.03584580594200879
-13.730365000000003,0.036418904373919654
-13.655328,0.0370373946916271
-13.580290000000002,0.03770309407775236
-13.505253000000003,0.0384177025169107
-13.430215000000004,0.03918261409626648
-13.355178000000002,0.03999885550413324
-13.280140000000003,0.04086713739366591
-13.205103000000001,0.04178784393122211
-13.130065000000002,0.04276083903527942
-13.055028000000004,0.04378545925089481
-12.97999,0.044860408120789314
-12.904953000000003,0.0459839090301286
-12.829915000000003,0.04715344099664201
-12.754878000000001,0.048365800902224566
-12.679840000000002,0.04961724107933099
-12.604803000000004,0.05090302947023352
-12.529765000000001,0.052217978584877665
-12.454728000000003,0.053556292652041995
-12.379690000000004,0.05491134593579599
-12.304653000000002,0.05627580280676433
-12.229615000000003,0.057642447069076584
-12.154577000000003,0.05900332079334224
-12.079540000000001,0.06035032050812735
-12.004502000000002,0.06167585913791988
-11.929465000000004,0.06297160406955439
-11.854427000000001,0.06423029397673839
-11.779390000000003,0.06544499708942793
-11.704352000000004,0.06661086027477348
-11.629315000000002,0.06772288257161706
-11.554277000000003,0.06877782925663607
-11.47924,0.06977504422474698
-11.404202000000002,0.07071517656949963
-11.329165000000003,0.07160257010406651
-11.254127000000004,0.07244110278216484
-11.179090000000002,0.07323969408641727
-11.104052000000003,0.07400962259869558
-11.029015000000001,0.07476569559629738
-10.953977000000002,0.07552481090363176
-10.878940000000004,0.07630712355266596
-10.803902,0.07713632155701812
-10.728865000000003,0.07803926902758368
-10.653827000000003,0.07904529790349586
-10.578790000000001,0.08018609075407744
-10.503752000000002,0.08149698061219257
-10.428715000000004,0.08301467452898571
-10.353677000000001,0.08477932676638225
-10.278640000000003,0.0868301628494115
-10.203602000000004,0.0892094240031631
-10.128564,0.09195980187440118
-10.053527000000003,0.0951244305317373
-9.978489000000003,0.09874654823459537
-9.903452000000001,0.10286877433730103
-9.828414000000002,0.10753156812557187
-9.753377000000004,0.1127754277331445
-9.678339000000001,0.11863910807423528
-9.603302000000003,0.1251580483573712
-9.528264000000004,0.13236588891894432
-9.453227000000002,0.14029194415583285
-9.378189000000003,0.1489654707024006
